Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Region,Device_Type,Operating_System,Resolution_Notes
TKT007974,2025-07-24,2025-07-26 12:32:00,Open,Medium,Request,Security,UK,CL002,Network,0.9,High,2025-07-24 02:32:00,Agent_052,Security,Met,Yes,Fixed,HR,CUST81968,Portal,User reported an issue.,email,Office365,3,L1,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT007975,2026-06-22,2026-06-24 19:22:00,Open,Medium,Incident,Security,Germany,CL001,Login,0.98,High,2026-06-22 00:22:00,Agent_062,L1,Breached,No,Escalated,Finance,CUST70140,Email,User reported an issue.,email,Office365,2,L1,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT007976,2025-05-11,2025-05-15 19:13:00,In Progress,High,Incident,Email,USA,CL003,Network,0.53,Low,2025-05-11 02:13:00,Agent_032,L1,Breached,Yes,Fixed,HR,CUST58062,Phone,User reported an issue.,vpn,ERP,5,L2,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT007977,2025-07-19,2025-07-21 14:49:00,Open,High,Incident,Network,USA,CL001,Software,0.76,Medium,2025-07-19 00:49:00,Agent_098,L2,Met,No,Configured,IT,CUST68210,Chat,User reported an issue.,network,VPN,3,L3,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT007978,2025-04-18,2025-04-22 08:35:00,Open,Medium,Incident,Hardware,Canada,CL002,Login,0.64,Low,2025-04-18 02:35:00,Agent_058,Security,Breached,Yes,Configured,IT,CUST12258,Email,User reported an issue.,network,VPN,2,L3,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT007979,2025-11-20,2025-11-23 16:03:00,Resolved,High,Incident,Security,USA,CL002,Network,0.54,Low,2025-11-20 01:03:00,Agent_004,L2,Met,Yes,Fixed,IT,CUST66337,Portal,User reported an issue.,email,Office365,4,L1,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT007980,2025-05-29,2025-05-31 07:07:00,Open,Critical,Incident,Network,Canada,CL001,Network,0.61,Low,2025-05-29 01:07:00,Agent_028,L1,Breached,Yes,Fixed,Finance,CUST37745,Email,User reported an issue.,network,Office365,5,L1,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT007981,2025-02-10,2025-02-12 09:01:00,Open,Medium,Incident,Network,USA,CL001,Login,0.72,Medium,2025-02-10 02:01:00,Agent_100,L1,Breached,Yes,Configured,Finance,CUST20975,Chat,User reported an issue.,network,ERP,1,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT007982,2025-08-12,2025-08-15 09:08:00,In Progress,Low,Request,Network,Germany,CL002,Software,0.8,Medium,2025-08-12 01:08:00,Agent_050,L1,Breached,No,Escalated,HR,CUST47337,Email,User reported an issue.,network,Office365,2,L2,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT007983,2025-05-04,2025-05-07 00:06:00,In Progress,Critical,Incident,Network,UK,CL003,Software,0.79,Medium,2025-05-04 02:06:00,Agent_098,L1,Met,No,Fixed,IT,CUST96699,Portal,User reported an issue.,vpn,ERP,1,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT007984,2025-02-26,2025-02-27 20:43:00,Resolved,Medium,Request,Hardware,Canada,CL001,Network,0.67,Low,2025-02-26 01:43:00,Agent_059,Security,Met,Yes,Configured,HR,CUST20157,Email,User reported an issue.,vpn,Office365,4,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT007985,2025-08-01,2025-08-05 09:12:00,Resolved,Critical,Problem,Email,Germany,CL002,Login,0.84,Medium,2025-08-01 02:12:00,Agent_005,L1,Breached,No,Fixed,HR,CUST16592,Portal,User reported an issue.,vpn,Office365,2,L1,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT007986,2025-07-30,2025-07-30 03:09:00,Resolved,High,Incident,Security,Canada,CL001,Software,0.58,Low,2025-07-30 01:09:00,Agent_081,L2,Met,Yes,Configured,Finance,CUST27414,Chat,User reported an issue.,vpn,Office365,4,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT007987,2025-03-01,2025-03-01 15:07:00,In Progress,Critical,Problem,Software,India,CL002,Software,0.96,High,2025-03-01 01:07:00,Agent_080,L2,Met,Yes,Fixed,IT,CUST33913,Email,User reported an issue.,vpn,ERP,2,L1,EMEA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT007988,2025-07-16,2025-07-19 02:10:00,In Progress,High,Problem,Email,India,CL001,Network,0.56,Low,2025-07-16 02:10:00,Agent_055,Security,Breached,No,Configured,IT,CUST85608,Portal,User reported an issue.,vpn,ERP,4,L1,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT007989,2025-01-03,2025-01-07 03:10:00,Open,Medium,Incident,Security,USA,CL003,Software,0.95,High,2025-01-03 02:10:00,Agent_001,Security,Breached,Yes,Escalated,Finance,CUST71626,Portal,User reported an issue.,email,Office365,3,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT007990,2026-03-05,2026-03-07 08:36:00,Resolved,Low,Incident,Security,India,CL003,Login,0.51,Low,2026-03-05 01:36:00,Agent_068,L2,Breached,Yes,Configured,HR,CUST97989,Portal,User reported an issue.,network,ERP,4,L3,NA,Mobile,macOS,Resolved after troubleshooting.
TKT007991,2026-05-15,2026-05-19 09:00:00,In Progress,Medium,Problem,Hardware,India,CL002,Network,0.58,Low,2026-05-15 01:00:00,Agent_058,L2,Met,No,Configured,HR,CUST73360,Email,User reported an issue.,email,VPN,2,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT007992,2026-06-14,2026-06-18 03:46:00,Open,Critical,Incident,Email,UK,CL002,Network,0.89,High,2026-06-14 02:46:00,Agent_049,Security,Met,Yes,Fixed,Finance,CUST66095,Email,User reported an issue.,network,VPN,4,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT007993,2025-08-08,2025-08-11 21:29:00,Resolved,High,Problem,Hardware,UK,CL002,Network,0.58,Low,2025-08-08 01:29:00,Agent_092,L1,Breached,No,Escalated,Finance,CUST37967,Chat,User reported an issue.,network,ERP,1,L1,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT007994,2025-10-14,2025-10-16 21:42:00,Resolved,Low,Request,Email,Canada,CL003,Login,0.83,Medium,2025-10-14 01:42:00,Agent_079,L1,Breached,No,Escalated,IT,CUST99570,Phone,User reported an issue.,vpn,Office365,3,L3,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT007995,2025-06-22,2025-06-25 03:41:00,Closed,High,Incident,Software,Canada,CL002,Software,0.81,Medium,2025-06-22 01:41:00,Agent_040,Security,Met,Yes,Fixed,HR,CUST67330,Portal,User reported an issue.,email,Office365,2,L1,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT007996,2025-08-29,2025-09-01 23:05:00,In Progress,Low,Request,Network,UK,CL002,Login,0.61,Low,2025-08-29 01:05:00,Agent_035,L2,Met,Yes,Escalated,HR,CUST32424,Portal,User reported an issue.,email,VPN,1,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT007997,2025-10-13,2025-10-17 01:41:00,In Progress,High,Problem,Security,USA,CL001,Software,0.86,High,2025-10-13 01:41:00,Agent_068,L1,Breached,No,Configured,HR,CUST62961,Phone,User reported an issue.,email,VPN,4,L2,NA,Mobile,macOS,Resolved after troubleshooting.
TKT007998,2026-02-09,2026-02-09 18:08:00,Closed,High,Incident,Software,UK,CL003,Login,0.89,High,2026-02-09 01:08:00,Agent_071,L1,Breached,Yes,Configured,HR,CUST20624,Chat,User reported an issue.,vpn,VPN,1,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT007999,2026-01-01,2026-01-02 23:57:00,In Progress,High,Problem,Software,UK,CL003,Software,0.54,Low,2026-01-01 02:57:00,Agent_024,L2,Met,No,Fixed,IT,CUST82640,Phone,User reported an issue.,network,VPN,2,L2,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT008000,2025-07-29,2025-07-29 21:19:00,Open,High,Problem,Software,UK,CL001,Network,0.93,High,2025-07-29 02:19:00,Agent_012,L2,Breached,Yes,Escalated,HR,CUST99134,Email,User reported an issue.,email,ERP,4,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008001,2025-05-06,2025-05-07 12:24:00,Open,Low,Request,Email,India,CL002,Login,0.54,Low,2025-05-06 00:24:00,Agent_019,L2,Met,Yes,Escalated,Finance,CUST35657,Chat,User reported an issue.,email,Office365,3,L3,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008002,2025-03-30,2025-03-31 20:26:00,Resolved,Critical,Request,Network,UK,CL003,Network,0.5,Low,2025-03-30 02:26:00,Agent_022,L1,Breached,No,Fixed,HR,CUST98530,Email,User reported an issue.,email,Office365,5,L3,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT008003,2025-02-15,2025-02-18 01:01:00,Open,Critical,Incident,Software,USA,CL003,Login,0.74,Medium,2025-02-15 02:01:00,Agent_074,L1,Breached,No,Configured,IT,CUST61274,Portal,User reported an issue.,network,VPN,2,L3,NA,Desktop,macOS,Resolved after troubleshooting.
TKT008004,2025-10-28,2025-10-29 15:39:00,In Progress,Low,Incident,Software,India,CL003,Login,0.72,Medium,2025-10-28 00:39:00,Agent_012,Security,Met,Yes,Fixed,HR,CUST64158,Chat,User reported an issue.,network,Office365,5,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT008005,2025-10-28,2025-11-01 15:53:00,In Progress,Critical,Problem,Email,India,CL002,Software,0.9,High,2025-10-28 00:53:00,Agent_084,L2,Breached,Yes,Escalated,Finance,CUST67187,Email,User reported an issue.,network,VPN,1,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT008006,2025-07-16,2025-07-18 05:32:00,Resolved,Critical,Incident,Security,Germany,CL002,Software,0.97,High,2025-07-16 02:32:00,Agent_083,L2,Met,Yes,Escalated,HR,CUST82806,Email,User reported an issue.,vpn,ERP,3,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008007,2025-02-11,2025-02-15 12:55:00,Resolved,Critical,Request,Hardware,USA,CL001,Network,0.94,High,2025-02-11 00:55:00,Agent_089,Security,Met,Yes,Fixed,IT,CUST19857,Chat,User reported an issue.,network,Office365,5,L1,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008008,2026-05-20,2026-05-22 18:56:00,Open,Medium,Incident,Software,Germany,CL002,Software,0.92,High,2026-05-20 02:56:00,Agent_069,L2,Met,No,Fixed,HR,CUST58924,Chat,User reported an issue.,email,VPN,2,L3,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT008009,2026-05-23,2026-05-25 22:04:00,Closed,Low,Problem,Security,UK,CL003,Software,0.55,Low,2026-05-23 02:04:00,Agent_069,Security,Met,Yes,Escalated,IT,CUST75535,Portal,User reported an issue.,vpn,VPN,2,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT008010,2025-07-17,2025-07-20 08:20:00,In Progress,Medium,Incident,Software,India,CL003,Network,0.53,Low,2025-07-17 00:20:00,Agent_072,L1,Breached,No,Configured,IT,CUST65183,Portal,User reported an issue.,network,ERP,5,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008011,2025-09-09,2025-09-10 09:09:00,Resolved,Critical,Request,Network,Canada,CL003,Network,0.61,Low,2025-09-09 00:09:00,Agent_064,L1,Breached,Yes,Fixed,Finance,CUST64991,Chat,User reported an issue.,network,Office365,3,L2,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT008012,2025-12-14,2025-12-18 22:46:00,Resolved,Low,Problem,Software,India,CL001,Network,0.81,Medium,2025-12-14 00:46:00,Agent_030,L1,Breached,No,Configured,Finance,CUST27572,Email,User reported an issue.,email,Office365,3,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT008013,2026-05-04,2026-05-08 13:31:00,Closed,Medium,Incident,Software,Germany,CL002,Software,0.64,Low,2026-05-04 01:31:00,Agent_044,Security,Breached,Yes,Fixed,HR,CUST14209,Chat,User reported an issue.,email,Office365,3,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT008014,2025-05-01,2025-05-03 10:21:00,Open,Medium,Request,Email,USA,CL001,Software,0.56,Low,2025-05-01 01:21:00,Agent_018,Security,Met,No,Fixed,Finance,CUST46981,Portal,User reported an issue.,network,ERP,3,L3,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008015,2026-02-05,2026-02-07 17:05:00,Closed,Low,Incident,Network,USA,CL003,Login,0.65,Low,2026-02-05 02:05:00,Agent_053,L1,Met,No,Fixed,IT,CUST65788,Email,User reported an issue.,network,Office365,2,L3,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT008016,2026-05-30,2026-06-01 13:47:00,In Progress,Low,Problem,Software,India,CL002,Network,0.88,High,2026-05-30 01:47:00,Agent_051,Security,Breached,Yes,Fixed,HR,CUST65035,Chat,User reported an issue.,email,Office365,5,L3,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT008017,2025-07-18,2025-07-21 22:59:00,Open,Low,Problem,Network,USA,CL003,Network,0.59,Low,2025-07-18 00:59:00,Agent_053,Security,Met,Yes,Escalated,IT,CUST46582,Phone,User reported an issue.,network,ERP,5,L2,NA,Desktop,macOS,Resolved after troubleshooting.
TKT008018,2025-01-16,2025-01-16 19:34:00,Closed,Critical,Request,Software,Canada,CL003,Network,0.79,Medium,2025-01-16 01:34:00,Agent_053,L1,Breached,Yes,Fixed,IT,CUST72177,Chat,User reported an issue.,vpn,ERP,4,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT008019,2025-05-08,2025-05-09 06:18:00,Resolved,Medium,Incident,Email,India,CL003,Login,0.64,Low,2025-05-08 00:18:00,Agent_063,L2,Breached,Yes,Fixed,IT,CUST28432,Chat,User reported an issue.,network,Office365,5,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT008020,2026-06-01,2026-06-03 06:14:00,In Progress,Medium,Problem,Security,USA,CL003,Login,0.93,High,2026-06-01 01:14:00,Agent_078,L2,Met,No,Configured,HR,CUST45700,Portal,User reported an issue.,email,ERP,2,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008021,2025-02-05,2025-02-08 09:05:00,Open,Critical,Request,Security,UK,CL001,Login,0.78,Medium,2025-02-05 00:05:00,Agent_086,L2,Breached,No,Configured,IT,CUST51578,Email,User reported an issue.,network,VPN,4,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008022,2025-06-02,2025-06-04 17:04:00,Closed,High,Incident,Email,Germany,CL002,Login,0.59,Low,2025-06-02 01:04:00,Agent_087,L2,Breached,Yes,Fixed,HR,CUST18871,Portal,User reported an issue.,vpn,ERP,2,L3,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT008023,2025-07-07,2025-07-10 12:58:00,In Progress,High,Incident,Software,Germany,CL001,Software,0.94,High,2025-07-07 00:58:00,Agent_070,Security,Breached,No,Configured,HR,CUST58741,Chat,User reported an issue.,network,ERP,1,L3,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT008024,2025-07-28,2025-07-31 15:20:00,Resolved,Medium,Request,Email,Germany,CL001,Network,0.62,Low,2025-07-28 01:20:00,Agent_028,Security,Met,No,Fixed,Finance,CUST26058,Email,User reported an issue.,network,Office365,5,L3,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008025,2025-05-30,2025-06-02 12:50:00,Closed,Low,Problem,Hardware,Canada,CL002,Software,0.82,Medium,2025-05-30 02:50:00,Agent_094,L1,Met,No,Configured,Finance,CUST70981,Chat,User reported an issue.,email,Office365,4,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT008026,2026-03-18,2026-03-19 17:56:00,Resolved,High,Problem,Security,Germany,CL002,Network,0.61,Low,2026-03-18 02:56:00,Agent_015,L2,Breached,Yes,Escalated,HR,CUST98766,Email,User reported an issue.,email,VPN,5,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT008027,2025-08-09,2025-08-11 14:09:00,Resolved,Low,Request,Security,USA,CL001,Network,0.82,Medium,2025-08-09 02:09:00,Agent_042,L2,Breached,No,Configured,IT,CUST28193,Phone,User reported an issue.,network,ERP,2,L1,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008028,2025-07-03,2025-07-05 00:34:00,Resolved,Medium,Problem,Hardware,Canada,CL001,Login,0.7,Medium,2025-07-03 02:34:00,Agent_071,L1,Met,Yes,Fixed,IT,CUST24368,Chat,User reported an issue.,network,Office365,1,L1,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT008029,2025-01-01,2025-01-02 05:55:00,Open,Medium,Incident,Network,India,CL003,Software,0.79,Medium,2025-01-01 02:55:00,Agent_064,L2,Breached,Yes,Fixed,HR,CUST54329,Email,User reported an issue.,email,Office365,5,L3,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT008030,2025-05-13,2025-05-14 05:49:00,Resolved,Critical,Problem,Email,USA,CL001,Login,0.57,Low,2025-05-13 01:49:00,Agent_059,Security,Breached,Yes,Fixed,Finance,CUST31607,Email,User reported an issue.,network,VPN,3,L1,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008031,2025-06-05,2025-06-05 10:27:00,Open,Critical,Incident,Network,USA,CL002,Software,0.76,Medium,2025-06-05 01:27:00,Agent_023,Security,Breached,No,Fixed,Finance,CUST93947,Chat,User reported an issue.,vpn,VPN,4,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT008032,2026-01-15,2026-01-19 11:36:00,Open,Medium,Request,Email,Germany,CL001,Network,0.78,Medium,2026-01-15 02:36:00,Agent_065,Security,Breached,Yes,Configured,IT,CUST66752,Phone,User reported an issue.,vpn,VPN,5,L3,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT008033,2025-08-18,2025-08-21 10:59:00,Resolved,High,Problem,Software,India,CL003,Network,0.89,High,2025-08-18 00:59:00,Agent_079,L1,Breached,Yes,Configured,IT,CUST64739,Phone,User reported an issue.,vpn,Office365,2,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT008034,2026-04-10,2026-04-13 03:45:00,Resolved,Critical,Problem,Email,Germany,CL001,Software,0.52,Low,2026-04-10 02:45:00,Agent_031,Security,Breached,Yes,Configured,Finance,CUST25819,Phone,User reported an issue.,network,Office365,5,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008035,2025-07-14,2025-07-17 08:59:00,In Progress,High,Incident,Security,UK,CL003,Login,0.84,Medium,2025-07-14 01:59:00,Agent_092,L1,Met,No,Configured,IT,CUST73211,Chat,User reported an issue.,network,ERP,5,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008036,2026-05-09,2026-05-09 13:00:00,Resolved,High,Incident,Hardware,India,CL001,Software,0.8,Medium,2026-05-09 02:00:00,Agent_071,Security,Met,Yes,Fixed,HR,CUST16576,Chat,User reported an issue.,vpn,Office365,1,L2,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT008037,2025-11-19,2025-11-21 05:00:00,Resolved,Medium,Request,Security,Canada,CL003,Network,0.62,Low,2025-11-19 02:00:00,Agent_055,L1,Breached,No,Configured,IT,CUST73117,Phone,User reported an issue.,network,ERP,4,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008038,2025-04-27,2025-05-01 23:31:00,Closed,Low,Incident,Software,Germany,CL002,Network,0.8,Medium,2025-04-27 00:31:00,Agent_021,Security,Met,No,Escalated,Finance,CUST49341,Portal,User reported an issue.,vpn,ERP,5,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008039,2026-02-05,2026-02-06 14:41:00,Resolved,Medium,Request,Security,Canada,CL001,Network,0.85,High,2026-02-05 01:41:00,Agent_054,L1,Breached,No,Escalated,IT,CUST31890,Email,User reported an issue.,email,ERP,4,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008040,2025-01-30,2025-01-30 09:07:00,Resolved,High,Incident,Email,India,CL002,Software,0.85,High,2025-01-30 00:07:00,Agent_025,Security,Met,Yes,Escalated,Finance,CUST19608,Email,User reported an issue.,email,ERP,2,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT008041,2025-09-29,2025-09-30 21:56:00,Open,Critical,Request,Software,UK,CL002,Network,0.55,Low,2025-09-29 02:56:00,Agent_059,Security,Breached,No,Fixed,IT,CUST27664,Phone,User reported an issue.,vpn,Office365,4,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008042,2025-11-23,2025-11-27 00:16:00,Resolved,Critical,Request,Security,India,CL001,Network,0.72,Medium,2025-11-23 02:16:00,Agent_051,L2,Met,No,Escalated,Finance,CUST66291,Portal,User reported an issue.,network,ERP,3,L1,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT008043,2025-04-03,2025-04-04 00:45:00,Resolved,High,Request,Network,Canada,CL003,Software,0.6,Low,2025-04-03 01:45:00,Agent_100,L2,Met,Yes,Escalated,HR,CUST86382,Chat,User reported an issue.,email,ERP,2,L2,NA,Desktop,macOS,Resolved after troubleshooting.
TKT008044,2025-06-09,2025-06-09 07:20:00,Closed,Critical,Problem,Software,UK,CL003,Network,0.9,High,2025-06-09 01:20:00,Agent_078,Security,Met,Yes,Escalated,Finance,CUST42539,Email,User reported an issue.,vpn,VPN,3,L1,NA,Mobile,macOS,Resolved after troubleshooting.
TKT008045,2025-03-15,2025-03-18 19:49:00,In Progress,Low,Request,Security,Canada,CL003,Network,0.65,Low,2025-03-15 01:49:00,Agent_074,L1,Met,Yes,Configured,HR,CUST30345,Email,User reported an issue.,network,ERP,3,L3,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT008046,2026-03-02,2026-03-05 00:17:00,In Progress,High,Problem,Security,Germany,CL001,Login,0.85,High,2026-03-02 02:17:00,Agent_053,L2,Breached,No,Fixed,Finance,CUST64441,Portal,User reported an issue.,vpn,ERP,4,L2,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008047,2025-09-16,2025-09-16 14:39:00,In Progress,Medium,Request,Hardware,USA,CL002,Login,0.73,Medium,2025-09-16 02:39:00,Agent_075,L1,Breached,No,Escalated,HR,CUST94183,Chat,User reported an issue.,email,Office365,5,L1,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008048,2025-09-15,2025-09-16 02:18:00,Open,Low,Request,Email,Canada,CL001,Network,0.72,Medium,2025-09-15 00:18:00,Agent_001,Security,Met,No,Escalated,HR,CUST76519,Portal,User reported an issue.,vpn,VPN,2,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008049,2025-01-05,2025-01-06 05:15:00,Resolved,High,Problem,Email,USA,CL003,Network,0.55,Low,2025-01-05 02:15:00,Agent_021,L1,Breached,No,Escalated,Finance,CUST47418,Email,User reported an issue.,vpn,Office365,1,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008050,2026-01-03,2026-01-06 04:10:00,Closed,High,Incident,Network,India,CL003,Software,0.91,High,2026-01-03 02:10:00,Agent_063,L2,Met,No,Configured,HR,CUST92487,Email,User reported an issue.,email,Office365,1,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008051,2025-04-29,2025-05-01 17:09:00,Open,Low,Incident,Hardware,Canada,CL003,Login,0.85,High,2025-04-29 00:09:00,Agent_023,Security,Breached,Yes,Escalated,IT,CUST22447,Chat,User reported an issue.,network,Office365,5,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008052,2025-08-16,2025-08-16 20:54:00,Resolved,High,Incident,Security,Canada,CL003,Login,0.61,Low,2025-08-16 02:54:00,Agent_062,L1,Breached,Yes,Fixed,HR,CUST88167,Email,User reported an issue.,network,ERP,4,L3,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008053,2026-05-24,2026-05-25 21:15:00,Closed,Critical,Incident,Email,India,CL001,Network,0.74,Medium,2026-05-24 01:15:00,Agent_072,Security,Met,Yes,Escalated,Finance,CUST95401,Portal,User reported an issue.,vpn,ERP,4,L2,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT008054,2025-01-23,2025-01-23 08:07:00,Open,High,Problem,Security,Canada,CL002,Software,0.59,Low,2025-01-23 02:07:00,Agent_033,L1,Met,No,Configured,HR,CUST51181,Email,User reported an issue.,vpn,ERP,5,L3,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT008055,2025-11-02,2025-11-02 06:11:00,In Progress,Low,Request,Security,India,CL002,Login,0.94,High,2025-11-02 00:11:00,Agent_062,L1,Breached,No,Configured,Finance,CUST73199,Email,User reported an issue.,network,Office365,1,L3,NA,Laptop,macOS,Resolved after troubleshooting.
TKT008056,2025-04-06,2025-04-06 22:21:00,Open,High,Incident,Email,Canada,CL001,Login,0.92,High,2025-04-06 00:21:00,Agent_098,L2,Met,Yes,Configured,IT,CUST70683,Email,User reported an issue.,network,ERP,2,L2,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT008057,2026-03-13,2026-03-16 06:03:00,Open,Critical,Problem,Network,USA,CL001,Network,0.62,Low,2026-03-13 02:03:00,Agent_053,Security,Met,Yes,Escalated,Finance,CUST67776,Phone,User reported an issue.,network,ERP,2,L1,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT008058,2026-01-29,2026-01-31 02:59:00,Resolved,Medium,Problem,Network,USA,CL002,Network,0.58,Low,2026-01-29 02:59:00,Agent_031,L2,Breached,Yes,Configured,Finance,CUST64164,Portal,User reported an issue.,email,Office365,5,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT008059,2025-01-18,2025-01-21 18:22:00,Resolved,High,Request,Software,Germany,CL003,Network,0.93,High,2025-01-18 02:22:00,Agent_032,Security,Met,Yes,Configured,Finance,CUST86056,Email,User reported an issue.,network,Office365,2,L3,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT008060,2025-03-29,2025-03-29 07:05:00,Resolved,Medium,Problem,Security,USA,CL001,Network,0.51,Low,2025-03-29 02:05:00,Agent_080,Security,Breached,No,Fixed,Finance,CUST88304,Email,User reported an issue.,email,Office365,2,L3,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008061,2025-10-21,2025-10-24 10:17:00,Open,Critical,Incident,Software,USA,CL001,Network,0.96,High,2025-10-21 02:17:00,Agent_033,Security,Breached,Yes,Escalated,IT,CUST56819,Portal,User reported an issue.,network,VPN,3,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT008062,2026-06-21,2026-06-25 08:33:00,Resolved,High,Problem,Hardware,Germany,CL002,Login,0.59,Low,2026-06-21 02:33:00,Agent_021,L1,Breached,Yes,Fixed,Finance,CUST92497,Portal,User reported an issue.,network,Office365,1,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT008063,2026-02-10,2026-02-14 11:28:00,In Progress,Critical,Problem,Email,USA,CL001,Login,0.64,Low,2026-02-10 01:28:00,Agent_036,L1,Met,No,Fixed,IT,CUST86463,Chat,User reported an issue.,network,VPN,2,L3,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT008064,2025-01-11,2025-01-14 01:03:00,Open,Critical,Problem,Software,USA,CL002,Login,0.63,Low,2025-01-11 01:03:00,Agent_040,Security,Breached,No,Configured,HR,CUST93501,Phone,User reported an issue.,network,Office365,3,L3,NA,Desktop,macOS,Resolved after troubleshooting.
